Module	RelatedReqID	RuleType	Statement	ConditionTrigger	SystemAction	ExceptionErrorCode	TestHint	Status	EvidencePath
Auth	FR-07	SideEffect	Sau register gửi email verification (fail email không fail register)	register ok	sendVerificationEmail; catch log warn	N/A	SMTP fail vẫn 200 register	Implemented	auth/service/RegistrationService.java + EmailVerificationService
Auth	FR-07	Invariant	Access token typ phải là access	parseAccessToken typ khác access	401	UNAUTHORIZED	use password_reset as Bearer	Implemented	auth/service/JwtTokenService.java
Auth	FR-07	Validation	JWT access/reset/verify phải đúng issuer + chữ ký + chưa hết hạn	token hỏng/hết hạn	401/400 theo loại	UNAUTHORIZED / PASSWORD_RESET_TOKEN_INVALID / EMAIL_VERIFICATION_TOKEN_INVALID	expired tokens	Implemented	auth/service/JwtTokenService.java
Auth	FR-07	Policy	TTL access/reset/email-verify lấy từ JwtProperties	tạo token	exp = now + configured TTL	N/A	config TTL hours/minutes	Implemented	auth/service/JwtTokenService.java
Auth	FR-07	Invariant	Refresh token lưu SHA-256 hash, raw chỉ trả client	createSession	store tokenHash	N/A	DB không chứa raw token	Implemented	auth/service/UserSessionService.java
Auth	FR-07	Gate	Refresh hết hạn → invalid	expiresAt < now	401	REFRESH_TOKEN_INVALID	refresh after TTL days	Implemented	auth/service/UserSessionService.java
Auth	FR-07	Gate	Reuse refresh đã revoke → revoke ALL sessions rồi invalid	tokenHash tìm thấy nhưng revokedAt != null	revokeAllForUser + 401	REFRESH_TOKEN_INVALID	reuse old refresh after rotation	Implemented	auth/service/UserSessionService.java
Auth	FR-07	StateTransition	Verify email set emailVerifiedAt (idempotent nếu đã verify)	token email_verification hợp lệ	set verifiedAt	EMAIL_VERIFICATION_TOKEN_INVALID nếu user/token sai	verify twice = no error	Implemented	auth/service/EmailVerificationService.java
Auth	FR-07	Policy	Resend chỉ gửi khi STUDENT chưa verify, có password, không temp; response luôn generic	POST resend	có thể gửi mail; message chung	N/A	resend unknown email same message	Implemented	auth/service/EmailVerificationService.java
Auth	FR-07	Policy	Forgot-password luôn trả message chung; chỉ gửi khi APPROVED + có passwordHash	requestReset	email nếu đủ điều kiện	N/A	forgot non-existing email 200	Implemented	auth/service/PasswordResetService.java
Auth	FR-07	Validation	Reset password: new != current nếu đã có hash	matches current	422	NEW_PASSWORD_SAME_AS_CURRENT	reset to same password	Implemented	auth/service/PasswordResetService.java
Auth	FR-07	SideEffect	Reset thành công revoke all sessions + clear mustChangePassword	reset ok	revokeAll + update hash	N/A	sessions dead after reset	Implemented	auth/service/PasswordResetService.java
Auth	FR-07	Gate	OAuth login nếu chưa link provider và không auto-link → lỗi	không có OAuthAccount và (no user hoặc autoLink off)	401	OAUTH_ACCOUNT_NOT_LINKED	google login unlinked	Implemented	auth/service/SocialAuthService.java
Auth	FR-07	Policy	Auto-create user từ social khi autoCreateUserOnLogin	email chưa có user + flag on	tạo STUDENT PENDING, emailVerifiedAt=now, passwordHash=null	N/A	first google login creates user	Implemented	auth/service/SocialAuthService.java
Auth	FR-07	Gate	Auto-link by email có thể yêu cầu xác nhận password	requirePasswordForAutoLink và password sai/thiếu	401	OAUTH_PASSWORD_CONFIRM_REQUIRED	auto-link without password	Implemented	auth/service/SocialAuthService.java
Auth	FR-07	Invariant	Provider UID không được gắn user khác	link/auto-link khi đã gắn user khác	409	OAUTH_ACCOUNT_ALREADY_LINKED	link same google to two users	Implemented	auth/service/SocialAuthService.java
Auth	FR-07	Validation	Link OAuth: email identity phải trùng account trừ khi allowLinkDifferentEmail	email mismatch + flag false	400	OAUTH_EMAIL_MISMATCH	link different email	Implemented	auth/service/SocialAuthService.java
Auth	FR-07	Invariant	Không gỡ social cuối khi không có password	linkedProviders<=1 và passwordHash null/blank	409	OAUTH_UNLINK_FORBIDDEN	unlink last oauth no password	Implemented	auth/service/SocialAuthService.java
Auth	FR-07	SideEffect	OAuth login set emailVerifiedAt nếu null + assertApproved (student PENDING OK)	loginWithIdentity	verify email + session	ACCOUNT_* nếu blocked	oauth login pending student	Implemented	auth/service/SocialAuthService.java
UserAdmin	FR-08/FR-09	StateTransition	Không đổi status từ APPROVED	from=APPROVED	422	INVALID_STATUS_TRANSITION	approve already approved	Implemented	users/.../UserAdminServiceImpl.java
UserAdmin	FR-09	StateTransition	Chỉ PENDING → APPROVED	to=APPROVED và from!=PENDING	422	INVALID_STATUS_TRANSITION	approve from REJECTED	Implemented	users/.../UserAdminServiceImpl.java
UserAdmin	FR-08	Validation	Duyệt STUDENT cần userType INTERNAL/EXTERNAL	STUDENT + UNSPECIFIED/null	422	VALIDATION_FAILED	approve without userType	Implemented	users/.../UserAdminServiceImpl.java
UserAdmin	FR-08	Validation	Duyệt STUDENT cần studentCode	blank studentCode	422	STUDENT_CODE_REQUIRED	approve missing code	Implemented	users/.../UserAdminServiceImpl.java
UserAdmin	FR-08	Validation	Duyệt STUDENT cần ảnh thẻ SV	studentCardImagePath blank	422	VALIDATION_FAILED	approve without card	Implemented	users/.../UserAdminServiceImpl.java
UserAdmin	FR-08	Validation	INTERNAL cần chapter; EXTERNAL cần institution	thiếu chapter/institution theo type	422	INVALID_CHAPTER / INSTITUTION_REQUIRED	approve INTERNAL no chapter	Implemented	users/.../UserAdminServiceImpl.java
UserAdmin	FR-09	Validation	REJECTED bắt buộc rejectionReason	to=REJECTED và reason blank	422	REJECTION_REASON_REQUIRED	reject without reason	Implemented	users/.../UserAdminServiceImpl.java
UserAdmin	FR-09	StateTransition	REJECTED→PENDING cần overrideReason	from REJECTED to PENDING blank override	422	INVALID_STATUS_TRANSITION	reopen without override	Implemented	users/.../UserAdminServiceImpl.java
UserAdmin	FR-08	Validation	patchMe: studentCode không trùng user khác	existsByStudentCodeAndIdNot	422	STUDENT_CODE_DUPLICATE	duplicate studentCode	Implemented	users/.../UserAdminServiceImpl.java
UserAdmin	FR-08	Validation	chapterId phải tồn tại và ACTIVE	chapter missing/inactive	422	INVALID_CHAPTER	patch chapter CANCELLED	Implemented	users/.../UserAdminServiceImpl.java
UserAdmin	FR-08	Validation	userType cập nhật không được UNSPECIFIED	req.userType=UNSPECIFIED	422	VALIDATION_FAILED	set UNSPECIFIED	Implemented	users/.../UserAdminServiceImpl.java
UserAdmin	N/A	Policy	PATCH isDeptHead đã ngừng — luôn lỗi	req.isDeptHead != null	422	INVALID_ASSIGNMENT_TYPE	patch isDeptHead	Implemented	users/.../UserAdminServiceImpl.java
Invitation	FR-05a	Validation	Resend chỉ invitation role JUDGE	role != JUDGE	422	VALIDATION_FAILED	resend non-judge inv	Implemented	invitations/.../InvitationServiceImpl.java
Invitation	FR-05a	Gate	Không resend khi đã accept	acceptedAt != null	409	INVITATION_ALREADY_ACCEPTED	resend accepted	Implemented	invitations/.../InvitationServiceImpl.java
Invitation	FR-05a	Gate	Không resend khi đã revoke	revokedAt != null	409	INVITATION_ALREADY_REVOKED	resend revoked	Implemented	invitations/.../InvitationServiceImpl.java
Invitation	FR-05a	Gate	Token còn hạn và lần gửi trước OK → không resend	stillValid && !lastSendFailed	422	INVITATION_STILL_VALID	resend while valid	Implemented	invitations/.../InvitationServiceImpl.java
Invitation	FR-05a	Gate	Resend cần KICKOFF tồn tại và startsAt	không KICKOFF / startsAt null	422	EVENT_KICKOFF_NOT_FOUND	resend no kickoff	Implemented	GuestJudgeLifecycleServiceImpl.java
Invitation	FR-05a	Gate	Chỉ resend trước KICKOFF ≥48h	now >= startsAt-48h hoặc đã qua startsAt	422	INVITATION_RESEND_AFTER_KICKOFF_CUTOFF	resend within 48h of kickoff	Implemented	GuestJudgeLifecycleServiceImpl.java
Invitation	FR-05a	Gate	Hackathon đã ended → không mời/resend	FINISHED hoặc after eventEnd	422	TEMP_JUDGE_HACKATHON_ENDED	resend after finish	Implemented	GuestJudgeLifecycleServiceImpl.java
Invitation	FR-05a	SideEffect	Resend: temp password mới + mustChangePassword + token mới + expiry 72h	resend allowed	email + rotate password	N/A	password changes on resend	Implemented	InvitationServiceImpl.java
Invitation	FR-05a	Gate	Không revoke khi đã accept hoặc user đã đổi MK (mustChangePassword=false)	acceptedAt hoặc !mustChangePassword	409	INVITATION_ALREADY_ACCEPTED	revoke after activate	Implemented	InvitationServiceImpl.java
Invitation	FR-05a	Gate	Không revoke hai lần	revokedAt != null	409	INVITATION_ALREADY_REVOKED	double revoke	Implemented	InvitationServiceImpl.java
Invitation	FR-05a	Invariant	Invitation judge khách phải gắn hackathon	hackathon == null trên invitation	422	INVITATION_HACKATHON_REQUIRED	invitation without hackathon	Implemented	GuestJudgeLifecycleServiceImpl.java
Registration	FR-10	Gate	Đăng ký hackathon chỉ khi ONGOING	status != ONGOING	422	HACKATHON_NOT_ONGOING	register DRAFT	Implemented	HackathonRegistrationServiceImpl.java
Registration	FR-10	Gate	Không đăng ký lại sau khi đã withdraw	có HackathonRegistrationWithdrawal	422	REGISTRATION_WITHDRAWN	re-register after withdraw	Implemented	HackathonRegistrationServiceImpl.java
Registration	FR-10	Invariant	Một user chỉ đăng ký một hackathon ONGOING tại một thời điểm	đã reg hackathon ONGOING khác	422	REGISTRATION_ALREADY_ACTIVE_ELSEWHERE	dual ONGOING regs	Implemented	HackathonRegistrationServiceImpl.java
Registration	FR-10	Validation	Không vượt maxParticipants	count >= maxParticipants	422	INVALID_STATE	hit capacity	Implemented	HackathonRegistrationServiceImpl.java
Registration	FR-10	Gate	Đăng ký đóng khi closedEarly hoặc today > registrationEnd	isRegistrationClosed	422	REGISTRATION_CLOSED	register after end	Implemented	HackathonRegistrationServiceImpl.java + HackathonRegistrationSupport
Registration	FR-10	Gate	Chưa tới registrationStart thì không đăng ký	today < registrationStart	422	REGISTRATION_CLOSED	register before start	Implemented	HackathonRegistrationServiceImpl.java
Registration	FR-10	Validation	Không đăng ký trùng cùng hackathon	exists registration	409	INVALID_STATE	double register	Implemented	HackathonRegistrationServiceImpl.java
Registration	FR-10	Gate	Không hủy đăng ký khi đang trong đội ACTIVE/PENDING (accepted)	isUserInAnyActiveTeamForHackathon	422	INVALID_STATE	unregister while in team	Implemented	HackathonRegistrationServiceImpl.java
Registration	FR-10	SideEffect	Unregister tạo withdrawal rồi xóa registration	unregister ok	INSERT withdrawal + DELETE reg	REGISTRATION_WITHDRAWN nếu đã withdraw	cannot rejoin after unregister	Implemented	HackathonRegistrationServiceImpl.java
Registration	FR-13A	Gate	Chỉ close-early khi ONGOING và chưa closed	not ONGOING / already closed	422	HACKATHON_NOT_ONGOING / REGISTRATION_ALREADY_CLOSED	close twice	Implemented	HackathonRegistrationCloseServiceImpl.java
Registration	FR-13A	SideEffect	Close-early set registrationClosedEarlyAt; kéo registrationEnd về today nếu còn sau	close ok	persist closedEarly + end	N/A	registration closed immediately	Implemented	HackathonRegistrationCloseServiceImpl.java
Registration	FR-13A	SideEffect	Khóa mọi đội ACTIVE chưa lock	close-early	isLocked=true + TEAM_LOCKED audit	N/A	ACTIVE teams locked	Implemented	HackathonRegistrationCloseServiceImpl.java
Registration	FR-13	StateTransition	PENDING ngoài khoảng size → REJECTED + withdraw members	acceptedCount out of min-max	REJECTED + LEFT + withdraw reg	N/A	incomplete teams rejected on close	Implemented	HackathonRegistrationCloseServiceImpl.java
Registration	FR-13	Gate	PENDING đủ size + đã formationSubmitted + no pending invite + all APPROVED → awaiting coordinator (không auto-approve)	đủ điều kiện duyệt	liệt kê awaitingApproval + notify COORD	N/A	teams stay PENDING awaiting	Implemented	HackathonRegistrationCloseServiceImpl.java
Registration	FR-11	Scheduler	PENDING đủ size chưa confirm → set formationGraceDeadlineAt = now+24h + notify	đủ size chưa submit	grace period 24h	N/A	grace notification TEAM_FORMATION_GRACE	Implemented	HackathonRegistrationCloseServiceImpl.java
Registration	FR-10	SideEffect	Orphan registration (không trong đội active) bị withdraw khi close-early	reg user not in active team	withdraw + count orphans	N/A	orphans withdrawn	Implemented	HackathonRegistrationCloseServiceImpl.java
Registration	FR-10	Invariant	isRegistrationClosed = closedEarlyAt != null OR today > registrationEnd	đọc support	true/false	N/A	unit test date boundary (day after end)	Implemented	hackathons/support/HackathonRegistrationSupport.java
Team	FR-11	Authorization	Chỉ STUDENT tạo đội	role != STUDENT	422	TEAM_LEADER_INVALID_ROLE	mentor create team	Implemented	teams/.../TeamServiceImpl.java#createTeam
Team	FR-11	Gate	Hackathon phải ONGOING	status != ONGOING	422	HACKATHON_NOT_ONGOING	create on DRAFT	Implemented	TeamServiceImpl.java
Team	FR-11	Gate	Không tạo đội khi registration closed	isRegistrationClosed	422	REGISTRATION_CLOSED	create after close	Implemented	TeamServiceImpl.java
Team	FR-11	Validation	Tên đội unique case-insensitive trong hackathon	duplicate name	409	TEAM_NAME_DUPLICATE	duplicate team name	Implemented	TeamServiceImpl.java
Team	FR-11	Invariant	User không được ACCEPTED trong đội ACTIVE/PENDING khác cùng hackathon	existsAcceptedInActiveOrPendingTeam	409	USER_IN_ANOTHER_TEAM	create while already member	Implemented	TeamServiceImpl.java
Team	FR-11	SideEffect	Tạo PENDING + leader ACCEPTED; chapter từ leader; isLocked=false	create ok	TEAM_CREATE audit	N/A	leader is ACCEPTED LEADER	Implemented	TeamServiceImpl.java
Team	FR-11	Gap	createTeam không kiểm tra user đã register hackathon / APPROVED / prelim active	student create	cho phép tạo nếu pass gates hiện có	N/A	create without registration; create after prelim active	Gap	TeamServiceImpl.java (assertPrelimRoundNotActive chỉ admin)
Team	FR-11/FR-12	Authorization	Chỉ COORDINATOR / mentor được gán / member PENDING|ACCEPTED xem chi tiết đội	caller không thuộc nhóm	403	FORBIDDEN	student unrelated GET team	Implemented	teams/support/TeamAccessGuard.java
Team	FR-11	Authorization	Coordinator thấy mọi đội; student chỉ đội mình (PENDING/ACCEPTED membership)	listTeams	filter theo role	N/A	student list hidden other teams	Implemented	TeamServiceImpl.java#listTeams
Team	FR-13	StateTransition	Chỉ duyệt đội PENDING → ACTIVE	status != PENDING khi duyệt	422	INVALID_STATUS_TRANSITION	approve REJECTED	Implemented	TeamServiceImpl.java#assertCoordinatorCanApproveTeam
Team	FR-13	Gate	Duyệt cần formationSubmittedAt != null	chưa confirm formation	422	TEAM_FORMATION_NOT_SUBMITTED	approve before confirm	Implemented	TeamServiceImpl.java
Team	FR-13	Validation	Số ACCEPTED trong [min,max] theo track config	out of range	422	TEAM_INVALID_MEMBER_COUNT	approve size 2 when min 3	Implemented	TeamServiceImpl.java
Team	FR-13	Gate	Không còn lời mời PENDING	pendingCount > 0	422	TEAM_HAS_PENDING_MEMBERS	approve with pending invite	Implemented	TeamServiceImpl.java
Team	FR-13	Gate	Mọi member ACCEPTED phải user APPROVED	có member chưa duyệt TK	422	TEAM_HAS_UNAPPROVED_MEMBERS	approve with pending user	Implemented	TeamServiceImpl.java
Team	FR-13	Gate	Duyệt chỉ khi Hackathon ONGOING	hackathon not ONGOING	422	HACKATHON_NOT_ONGOING	approve after finish	Implemented	TeamServiceImpl.java
Team	FR-13A	SideEffect	Nếu registration đã đóng khi duyệt → lock ngay	approve ACTIVE + registration closed	isLocked + lockedAt	N/A	approve after close locks immediately	Implemented	TeamServiceImpl.java#lockIfRegistrationClosed
Team	FR-13	Validation	Đã ACTIVE thì không approve lại (idempotent error)	status==ACTIVE request ACTIVE	422	TEAM_ALREADY_ACTIVE	double approve	Implemented	TeamServiceImpl.java
Team	FR-13	Validation	Reject bắt buộc rejectionReason	blank reason	422	REJECTION_REASON_REQUIRED	reject no reason	Implemented	TeamServiceImpl.java
Team	FR-13	SideEffect	Reject → releaseMembers (PENDING→REJECTED, ACCEPTED→LEFT, notify TEAM_RELEASED, không withdraw reg mặc định)	reject team	releaseMembers(..., false)	N/A	members can join other teams; still registered	Implemented	TeamServiceImpl + TeamMembershipReleaseServiceImpl
Team	FR-11	Authorization	Chỉ leader confirm formation	caller != leader	422	FORBIDDEN	member confirm	Implemented	TeamServiceImpl.java#confirmFormation
Team	FR-11	Gate	Confirm khi PENDING, chưa lock, chưa submitted, đủ size, không pending invite	vi phạm từng điều kiện		TEAM_LOCKED / INVALID_STATUS_TRANSITION / TEAM_FORMATION_ALREADY_SUBMITTED / TEAM_INVALID_MEMBER_COUNT / TEAM_FORMATION_PENDING_INVITES	confirm with pending invite	Implemented	TeamServiceImpl.java
Team	FR-13	SideEffect	Confirm clear grace deadline + notify coordinators TEAM_AWAITING_APPROVAL	confirm ok	formationSubmittedAt=now	N/A	coord notified	Implemented	TeamServiceImpl.java
Team	FR-13	Policy	Bulk approve: skip đã ACTIVE; lỗi per-team gom errors; cùng assertCoordinatorCanApproveTeam	bulk request	partial success response	HACKATHON_NOT_ONGOING nếu hackathon sai	bulk mixed statuses	Implemented	TeamServiceImpl.java#bulkApproveTeams
Team	FR-11C	Authorization	Chỉ leader hiện tại transfer	caller != leader	422	FORBIDDEN	member transfer	Implemented	TeamServiceImpl.java
Team	FR-11C	Gate	Transfer chỉ khi chưa lock, chưa formation submit, status PENDING	assertLeaderCanChangeMembership fail		TEAM_LOCKED / TEAM_FORMATION_ALREADY_SUBMITTED / TEAM_ALREADY_ACTIVE	transfer after confirm	Implemented	TeamServiceImpl.java
Team	FR-11C	Validation	newLeader phải là member ACCEPTED của đội	không trong đội / chưa ACCEPTED		NEW_LEADER_NOT_MEMBER / NEW_LEADER_NOT_APPROVED	transfer to pending invitee	Implemented	TeamServiceImpl.java
Team	FR-11D	Authorization	Chỉ leader hoặc Coordinator giải tán	khác cả hai	422	FORBIDDEN	member disband	Implemented	TeamServiceImpl.java
Team	FR-11D	Gate	Có mentor assignment → không disband	existsByTeam_Id mentor	409	TEAM_HAS_MENTOR_CANNOT_DISBAND	disband after mentor assign	Implemented	TeamServiceImpl.java
Team	FR-11D	Gate	Leader không disband khi locked / đã confirm formation / đã ACTIVE	leader + các trạng thái đó		TEAM_LOCKED / TEAM_FORMATION_ALREADY_SUBMITTED / TEAM_ALREADY_ACTIVE	leader disband ACTIVE	Implemented	TeamServiceImpl.java
Team	FR-11D	SideEffect	Disband → REJECTED + releaseMembers(false) + xóa TRT/TRP	disband ok	cleanup tracks/participations	N/A	journey cleared	Implemented	TeamServiceImpl.java
Team	FR-12	Authorization	Chỉ leader mời	caller != leader	422	FORBIDDEN	member invite	Implemented	TeamServiceImpl.java
Team	FR-12	Gate	Không mời khi registration closed / locked / formation submitted / ACTIVE	các gate		REGISTRATION_CLOSED / TEAM_LOCKED / TEAM_FORMATION_ALREADY_SUBMITTED / TEAM_ALREADY_ACTIVE	invite after close	Implemented	TeamServiceImpl.java
Team	FR-12	Validation	Invitee phải STUDENT APPROVED tồn tại theo email	sai role/status/not found		INVITEE_INVALID_ROLE / INVITEE_NOT_APPROVED / RESOURCE_NOT_FOUND	invite pending user	Implemented	TeamServiceImpl.java
Team	FR-12	Validation	ACCEPTED+PENDING count không vượt maxTeamSize	full roster+invites	422	TEAM_MEMBER_FULL	invite at cap	Implemented	TeamServiceImpl.java
Team	FR-12	Invariant	Invitee không ACCEPTED đội khác; không duplicate PENDING/ACCEPTED trên đội	đã ở đội/đã mời		USER_IN_ANOTHER_TEAM / DUPLICATE_PENDING_INVITATION	double invite	Implemented	TeamServiceImpl.java
Team	FR-12	Authorization	ACCEPT/REJECT chỉ chính invitee; LEFT self hoặc leader	sai actor	422	FORBIDDEN	leader accept for other	Implemented	TeamServiceImpl.java
Team	FR-12	Gate	ACCEPT/REJECT bị chặn nếu team locked	isLocked	422	TEAM_LOCKED	accept when locked	Implemented	TeamServiceImpl.java
Team	FR-12	StateTransition	ACCEPT chỉ từ PENDING; đội phải còn PENDING/ACTIVE; chưa ở đội khác; chưa full ACCEPTED	vi phạm		INVALID_STATUS_TRANSITION / TEAM_NOT_ACCEPTING_INVITES / USER_IN_ANOTHER_TEAM / TEAM_MEMBER_FULL	accept after disband	Implemented	TeamServiceImpl.java
Team	FR-12	StateTransition	REJECT chỉ PENDING → REJECTED	không PENDING		INVALID_STATUS_TRANSITION	reject accepted	Implemented	TeamServiceImpl.java
Team	FR-12	Invariant	Leader không LEFT; leader remove chỉ ACCEPTED (không dùng LEFT cho PENDING invite)	leader leave / remove pending via LEFT		LEADER_CANNOT_LEAVE_TEAM / INVALID_STATUS_TRANSITION	leader leave without transfer	Implemented	TeamServiceImpl.java
Team	FR-12	Authorization/Validation	Leader hủy chỉ PENDING invite khi còn đổi được membership	không PENDING / không leader / membership locked		FORBIDDEN / CANNOT_DELETE_ACCEPTED_MEMBER / TEAM_*	delete accepted member	Implemented	TeamServiceImpl.java#removePendingMember
Team	FR-13B-R	Gate	Đổi track khi round chưa active và chưa scoringLocked	isActive hoặc scoringLocked	422	ROUND_ALREADY_ACTIVE	relottery after activate	Implemented	TeamServiceImpl.java#reassignTrack
Team	FR-13B-R	Validation	Track mới thuộc same round và OPEN	sai round / CLOSED		INVALID_STATE / TRACK_CLOSED	move to closed track	Implemented	TeamServiceImpl.java
Team	FR-13C	Gate	Cần team_round_participation; không gán FINAL; không trùng mentor cùng round	thiếu TRP / isFinal / already has mentor		TEAM_NOT_IN_ROUND / MENTOR_ASSIGNMENT_NOT_FOR_FINAL_ROUND / TEAM_ALREADY_HAS_MENTOR_IN_ROUND	assign mentor final	Implemented	TeamServiceImpl.java
Team	FR-13C	Validation	User gán phải role MENTOR	role != MENTOR	422	USER_INVALID_ROLE	assign student as mentor	Implemented	TeamServiceImpl.java
Team	FR-13C	Gap	removeMentor xóa assignment không check điểm (docs yêu cầu ROUND_HAS_SCORES)	DELETE mentor	xóa luôn	ROUND_HAS_SCORES (chưa dùng)	remove mentor after scores exist	Partial	TeamServiceImpl.java#removeMentor vs docs mf02
Team	FR-13/GD3	Validation	DQ bắt buộc reason; không DQ lại	blank / already ELIMINATED		VALIDATION_FAILED / INVALID_STATE	DQ without reason	Implemented	TeamServiceImpl.java#eliminateTeam
Team	FR-13/GD3	SideEffect	DQ set ELIMINATED + TRT ELIMINATED + afterEliminate backfill	DQ team ADVANCED prelim	notify TEAM_DQ + backfill seat	N/A	bench/wildcard promote	Implemented	TeamServiceImpl + TeamDqBackfillServiceImpl
Team	FR-11	Gate	Admin create chặn khi prelim round đã active	any non-final round isActive	422	ROUND_ALREADY_ACTIVE	admin create after prelim open	Implemented	TeamServiceImpl.java#adminCreateTeam
Team	FR-11	Validation	Admin create bắt buộc size trong min-max (1 leader + members)	out of range		TEAM_INVALID_MEMBER_COUNT	admin create 2 people	Implemented	TeamServiceImpl.java
Team	FR-11	StateTransition	Admin create → ACTIVE ngay; lock nếu registration closed	create ok	ACTIVE + optional lock	USER_IN_ANOTHER_TEAM nếu member đã có đội	admin create after close locks	Implemented	TeamServiceImpl.java
Team	FR-12	Gate	Admin add member khi chưa lock, chưa full, user chưa có đội	locked/full/in team		TEAM_LOCKED / TEAM_MEMBER_FULL / USER_IN_ANOTHER_TEAM	admin add when locked	Implemented	TeamServiceImpl.java#adminAddMember
Team	FR-11	Gate	Merge cùng hackathon, không self, không locked, prelim chưa active, total ≤ max	vi phạm		INVALID_STATE / TEAM_LOCKED / ROUND_ALREADY_ACTIVE / TEAM_MEMBER_FULL	merge over max	Implemented	TeamServiceImpl.java#adminMergeTeams
