Module	RelatedReqID	RuleType	Statement	ConditionTrigger	SystemAction	ExceptionErrorCode	TestHint	Status	EvidencePath
Hackathon	FR-06	Gate	DRAFT→ONGOING bắt buộc readiness ONGOING pass	target=ONGOING và readiness.ready=false	Reject kèm blockers	READINESS_NOT_PASSED	G1-N04; incomplete seed	Implemented	hackathons/service/impl/HackathonStatusServiceImpl.java
Hackathon	FR-06	SideEffect	Chuyển ONGOING fan-out HACKATHON_OPEN tới user APPROVED	status → ONGOING thành công	sendBatch notification	N/A	TC notification after ONGOING	Implemented	hackathons/service/impl/HackathonStatusServiceImpl.java
Hackathon	FR-06	SideEffect	Mọi đổi status ghi audit (from/to/note/validatedBy/At)	changeStatus thành công	audit HACKATHON_STATUS_CHANGE	N/A	TC audit status change	Implemented	hackathons/service/impl/HackathonStatusServiceImpl.java
Readiness	FR-06	Gate	G1: ≥1 round PRELIMINARY/SEMIFINAL và mỗi round đó ≥1 Track (không CANCELLED)	check ONGOING; prelim empty hoặc track empty	Blocker ready=false	MISSING_PRELIMINARY_ROUND	Gate G1; seal-gd1-incomplete	Implemented	hackathons/service/impl/HackathonReadinessServiceImpl.java
Readiness	FR-06	Gate	G2: đúng 1 Round Chung kết (is_final=TRUE)	finalCount=0 hoặc >1 khi ONGOING	Blocker	MISSING_FINAL_ROUND	G1-N08; Gate G2	Implemented	hackathons/service/impl/HackathonReadinessServiceImpl.java
Readiness	FR-06	Gate	G3: mọi Track SL có ≥1 criteria NORMAL	normal criteria count = 0 trên track	Blocker	ROUND_NO_CRITERIA	Gate G3 missing criteria	Implemented	hackathons/service/impl/HackathonReadinessServiceImpl.java
Readiness	FR-06	Gate	G3: tổng weight NORMAL của mỗi Track = 1.0 (±0.001)	isValidForTrack=false	Blocker	TRACK_CRITERIA_WEIGHT	Gate G3 weight != 1	Implemented	hackathons/service/impl/HackathonReadinessServiceImpl.java; WeightSummaryServiceImpl.java
Readiness	FR-06	Gate	G4: Round CK có ≥1 criteria NORMAL	normalFinal=0	Blocker	ROUND_NO_CRITERIA	Gate G4 no final criteria	Implemented	hackathons/service/impl/HackathonReadinessServiceImpl.java
Readiness	FR-06	Gate	G4: tổng weight NORMAL của CK = 1.0 (±0.001)	isValidForFinalRound=false	Blocker	FINAL_CRITERIA_WEIGHT	Gate G4 weight != 1	Implemented	hackathons/service/impl/HackathonReadinessServiceImpl.java
Readiness	FR-06	Gate	G5: phải có event KICKOFF	!exists KICKOFF khi ONGOING readiness	Blocker	EVENT_KICKOFF_MISSING	Gate G5; G1-N04	Implemented	hackathons/service/impl/HackathonReadinessServiceImpl.java
Readiness	FR-06	Gate	Milestone WORKSHOP/KICKOFF/AWARDS (nếu có) phải pass schedule validateBlocking	validateMilestoneEventsGate catch BRE	Blocker với code từ validator	EVENT_OUT_OF_HACKATHON; EVENT_ORDER_VIOLATION; EVENT_OVERLAP; EVENT_END_REQUIRED; EVENT_END_BEFORE_START; EVENT_MILESTONE_DUPLICATE; EVENT_CONFLICTS_WITH_MILESTONE; EVENT_LOCATION_REQUIRED; AWARDS_BEFORE_FINAL_DEADLINE	G1-N01..N03 via readiness	Implemented	hackathons/service/impl/HackathonReadinessServiceImpl.java; EventScheduleValidatorImpl.java
Readiness	FR-06	Gate	Mọi round.examAt phải hợp lệ vs KICKOFF end và [eventStart; eventEnd]	collectRoundExamAtViolations (bỏ EVENT_PRESENTATION_MISSING / EVENT_AWARDS_MISSING)	Blocker	ROUND_EXAM_BEFORE_KICKOFF; EVENT_OUT_OF_HACKATHON	TC examAt before kickoff end	Implemented	hackathons/service/impl/HackathonReadinessServiceImpl.java; HackathonTimelineServiceImpl.java
Readiness	FR-06	Policy	Thiếu Mentor/Judge trên Track SL chỉ WARNING; không block ONGOING	mentors==0 hoặc judges==0 trên track	Warning READINESS_WARNING; ready vẫn true nếu không blocker khác	N/A (READINESS_WARNING)	Playbook soft warning mentor/judge	Implemented	hackathons/service/impl/HackathonReadinessServiceImpl.java
Readiness	FR-06	Gate	target FINAL_ROUND: cần CK + criteria weight OK + ≥1 FINAL_EXTERNAL + ≥1 team trong CK	checkFinalRoundReadiness	Blockers tương ứng	MISSING_FINAL_ROUND; ROUND_NO_CRITERIA; FINAL_CRITERIA_WEIGHT; JUDGE_FINAL_AT_PHASE1; NO_TEAMS_IN_ROUND	G1-R01; G4-R01	Implemented	hackathons/service/impl/HackathonReadinessServiceImpl.java
Readiness	FR-06	Policy	FINAL_ROUND: thiếu AWARDS chỉ warning	!exists AWARDS khi FINAL_ROUND check	Warning khuyến nghị trước GĐ6	N/A (READINESS_WARNING)	G1-R early awards warning	Implemented	hackathons/service/impl/HackathonReadinessServiceImpl.java
Readiness	FR-06	Gate	target AWARDS/PENDING_CONFIRM: bắt buộc có AWARDS hợp lệ schedule	!exists AWARDS hoặc validateBlocking fail	Blocker	EVENT_AWARDS_MISSING (+ codes schedule)	G1-R02; G6-R01	Implemented	hackathons/service/impl/HackathonReadinessServiceImpl.java
Readiness	FR-06	SideEffect	Mọi check readiness ghi audit	check() luôn chạy	audit HACKATHON_READINESS_CHECK	N/A	TC audit readiness	Implemented	hackathons/service/impl/HackathonReadinessServiceImpl.java
Registration	FR-07B	Validation	Chỉ đăng ký khi hackathon ONGOING	register status != ONGOING	Reject	HACKATHON_NOT_ONGOING	TC register DRAFT	Implemented	hackathons/service/impl/HackathonRegistrationServiceImpl.java
Registration	FR-07B	Invariant	Đã rút đăng ký thì không đăng ký lại	exists withdrawal cho (hackathon; user)	Reject	REGISTRATION_WITHDRAWN	TC re-register after withdraw	Implemented	hackathons/service/impl/HackathonRegistrationServiceImpl.java
Registration	FR-07B	Invariant	Một user chỉ active registration trên một hackathon ONGOING	đã register hackathon ONGOING khác	Reject	REGISTRATION_ALREADY_ACTIVE_ELSEWHERE	TC dual ONGOING register	Implemented	hackathons/service/impl/HackathonRegistrationServiceImpl.java
Registration	FR-07B	Validation	Không vượt maxParticipants	count >= maxParticipants	Reject	INVALID_STATE	TC full capacity	Implemented	hackathons/service/impl/HackathonRegistrationServiceImpl.java
Registration	FR-07B	Gate	Cổng ĐK đóng khi closedEarly hoặc today > registrationEnd	isRegistrationClosed	Reject	REGISTRATION_CLOSED	TC after regEnd	Implemented	hackathons/service/impl/HackathonRegistrationServiceImpl.java; HackathonRegistrationSupport.java
Registration	FR-07B	Gate	Chưa tới registrationStart thì chưa mở ĐK	today < registrationStart	Reject	REGISTRATION_CLOSED	TC before regStart	Implemented	hackathons/service/impl/HackathonRegistrationServiceImpl.java
Registration	FR-07B	Invariant	Không đăng ký trùng cùng hackathon	exists registration	Reject ConflictException	INVALID_STATE	TC double register	Implemented	hackathons/service/impl/HackathonRegistrationServiceImpl.java
Registration	FR-07B	Validation	Hủy ĐK: phải rời đội ACTIVE trước	unregister khi còn trong active team	Reject	INVALID_STATE	TC unregister while in team	Implemented	hackathons/service/impl/HackathonRegistrationServiceImpl.java
Registration	FR-07B	SideEffect	Unregister ghi withdrawal rồi xóa registration	unregister hợp lệ	save withdrawal; delete registration	REGISTRATION_WITHDRAWN (nếu đã withdraw)	TC withdraw once	Implemented	hackathons/service/impl/HackathonRegistrationServiceImpl.java
Registration	FR-07B	Validation	Close early chỉ khi ONGOING	status != ONGOING	Reject	HACKATHON_NOT_ONGOING	TC close early DRAFT	Implemented	hackathons/service/impl/HackathonRegistrationCloseServiceImpl.java
Registration	FR-07B	Gate	Không close early nếu đã đóng	isRegistrationClosed true	Reject	REGISTRATION_ALREADY_CLOSED	TC double close early	Implemented	hackathons/service/impl/HackathonRegistrationCloseServiceImpl.java
Registration	FR-07B	SideEffect	Close early: stamp closedEarlyAt; kéo registrationEnd về today nếu còn sau today; lock ACTIVE teams; reject PENDING không đủ size; grace 24h cho PENDING đủ size chưa submit; withdraw orphan; notify	closeRegistrationEarly thành công	Mutate teams/regs; audit; notifications TEAM_FORMATION_GRACE / TEAM_AWAITING_APPROVAL	N/A	TC close-reg-early response fields	Implemented	hackathons/service/impl/HackathonRegistrationCloseServiceImpl.java
Round	FR-02	Gate	Chỉ tạo/sửa/xóa Round khi parent DRAFT|ONGOING và chưa archived	guardHackathonMutable fail	Reject	TRACK_HACKATHON_LOCKED; HACKATHON_ARCHIVED	TC round mutate FINISHED	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Validation	submissionDeadline > submissionOpen và > now	validateDeadline fail	Reject	ROUND_DEADLINE_INVALID	TC deadline past/equal open	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Validation	examAt phải trước submissionOpen	examAt >= submissionOpen	Reject	ROUND_EXAM_BEFORE_SUBMISSION_OPEN	TC exam after open	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Validation	Nếu có codingDurationHours>0: open=examAt+2/3; deadline=examAt+duration (auto-apply rồi verify)	window không khớp expected	Reject	ROUND_DEADLINE_INVALID	G1-ROUND-03; coding window	Implemented	rounds/service/impl/RoundServiceImpl.java; RoundScheduleSeedUtil
Round	FR-02	Validation	Prelim examAt >= registrationEnd + 5 ngày	non-final exam date trước min	Reject	ROUND_PRELIM_EXAM_ORDER	TC prelim too soon after regEnd	Implemented	rounds/service/impl/RoundServiceImpl.java; RoundScheduleValidator.java
Round	FR-02	Invariant	Mỗi RoundType chỉ 1 lần / hackathon	create duplicate roundType	Reject	ROUND_TYPE_DUPLICATE	TC duplicate PRELIMINARY	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Invariant	Chỉ 1 Round final / hackathon	create second isFinal	Reject	ROUND_DUPLICATE_FINAL	TC second final	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Validation	Tạo final yêu cầu đã có prelim-like	create final khi chưa có prelim	Reject	ROUND_FINAL_REQUIRES_PRELIM	TC final first	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Validation	Final exam cùng ngày prelim (nếu codingHours>0) và trong [minFinal; maxFinal]; else examAt > latest prelim	final exam order sai	Reject	ROUND_FINAL_EXAM_ORDER	TC final exam order	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Validation	Prelim examAt phải trước final.examAt	prelim exam >= final exam	Reject	ROUND_PRELIM_EXAM_ORDER	TC prelim after final	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Validation	examAt sau KICKOFF.endsAt (nếu có) và trong [eventStart; eventEnd]	timeline validateRoundExamAt	Reject	ROUND_EXAM_BEFORE_KICKOFF; EVENT_OUT_OF_HACKATHON	TC exam before KO end	Implemented	events/service/impl/HackathonTimelineServiceImpl.java
Round	FR-02	Validation	Final: topNAdvance/minTeamsFinal phải null; wildcardEnabled không true; roundType=FINAL; late policy HARD_LOCK	validateRoundBusinessRules / update rules	Reject	ROUND_DEADLINE_INVALID; INVALID_STATE	TC final with topN	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Validation	Non-final không được roundType=FINAL khi is_final=false	mismatch flags	Reject	INVALID_STATE	TC inconsistent flags	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Validation	Prelim submissionDeadline < final.examAt (nếu có final)	ordering fail	Reject	ROUND_PRELIM_DEADLINE_AFTER_FINAL_EXAM	TC prelim deadline after final exam	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Validation	Final submissionDeadline < AWARDS.startsAt (nếu có AWARDS)	deadline >= awardsStart	Reject	ROUND_FINAL_DEADLINE_AFTER_AWARDS	TC final deadline after awards	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	StateTransition	Round active không sửa examAt/open/deadline — phải deactivate trước	isActive && scheduleChanged	Reject	INVALID_STATE	TC edit schedule while active	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Validation	forceLocked=true bắt buộc forceLockReason	force lock không reason	Reject	ROUND_FORCE_LOCK_REASON	TC force lock blank reason	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	StateTransition	Không xóa round đang active	delete isActive	Reject	ROUND_ANOTHER_ACTIVE	TC delete active round	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Invariant	Không xóa round đã có submission	count submissions > 0	Reject	ROUND_HAS_SUBMISSIONS	TC delete with submissions	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Invariant	Không xóa round đã có điểm chấm (scores)	count scores > 0	Reject	ROUND_HAS_CRITERIA	TC delete with scores	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	SideEffect	Xóa round: cascade criteria/judges; notify JUDGE_UNASSIGNED; sync timeline	delete thành công	delete + notify + audit	N/A	TC delete round notifies judges	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Design	Không upload đề trên Round (SL=track; CK=reuse track)	uploadProblemStatement bất kỳ	Reject	DESIGN_VIOLATION	TC upload round PDF	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Validation	Dismiss migration banner chỉ cho final có clearedAt	dismiss sai điều kiện	Reject	VALIDATION_FAILED	TC dismiss non-final	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	SideEffect	Create/update round sync hackathon timeline từ rounds	create/update/delete round	hackathonRoundTimelineSyncService.syncFromRounds	N/A	TC timeline sync	Implemented	rounds/service/impl/RoundServiceImpl.java
Round	FR-02	Gate	Activate prelim: không còn team PENDING	assertNoPendingTeams	Reject	TEAMS_PENDING_APPROVAL	LOT-04; activate with pending	Implemented	rounds/service/impl/RoundActivationServiceImpl.java; PendingTeamGateService.java
Round	FR-02	Gate	Activate prelim: mọi track non-CANCELLED phải có ≥1 đội	emptyTrackIds non-empty (hoặc không track → NO_TEAMS)	Reject	TRACK_EMPTY_TEAMS; NO_TEAMS_IN_ROUND	G3-N01	Implemented	rounds/service/impl/RoundActivationServiceImpl.java
Round	FR-02	Gate	Activate prelim: mỗi track có criteria; weight=1; ≥1 judge; không mentor+judge cùng user	validatePreliminaryRoundTracks	Reject	ROUND_NO_CRITERIA; ROUND_WEIGHT_NOT_ONE; JUDGE_NOT_ASSIGNED; CONFLICT_SAME_TRACK	TC activate missing judge	Implemented	rounds/service/impl/RoundActivationServiceImpl.java
Round	FR-02	Gate	Activate final: prelim-like phải isPublished	unpublished prelim exists	Reject	RESULT_NOT_PUBLISHED	G4-N01	Implemented	rounds/service/impl/RoundActivationServiceImpl.java
Round	FR-02	Gate	Activate final: có criteria + weight≈1	validateFinalRoundCriteria	Reject	ROUND_NO_CRITERIA; ROUND_WEIGHT_NOT_ONE	G4-N02 criteria	Implemented	rounds/service/impl/RoundActivationServiceImpl.java
Round	FR-02	Gate	Activate final: ≥1 assignment; chỉ NORMAL/HEAD/FINAL_EXTERNAL; ≥1 FINAL_EXTERNAL; FINAL_EXTERNAL phải EXTERNAL user	validateFinalRoundJudges	Reject	JUDGE_NOT_ASSIGNED; INVALID_ASSIGNMENT_TYPE	G4-N02 judges	Implemented	rounds/service/impl/RoundActivationServiceImpl.java
Round	FR-02	SideEffect	Activate: deactivate sibling active rounds; set isActive/activatedAt; CK stamp problemReleasedAt nếu null; notify ROUND_STARTED	activate KEEP thành công	deactivateOthers; audit; notify	N/A	G3-H01; G4-H04	Implemented	rounds/service/impl/RoundActivationServiceImpl.java
Round	FR-02	StateTransition	START_NOW early-start removed (phase 2); already-active activate is idempotent only	round.isActive	Return current round	N/A	historical: TC start-early after release	Removed	rounds/service/impl/RoundActivationServiceImpl.java
Round	FR-02	Validation	RESCHEDULE cần codingDurationHours; newExamAt > now; window consistency; allowEarly nới gap ĐK nhưng vẫn ≤eventEnd; giữ thứ tự sibling exam (START_NOW removed phase 2)	RoundScheduleShiftService + Validator	Reject	VALIDATION_FAILED; ROUND_EXAM_BEFORE_SUBMISSION_OPEN; EVENT_OUT_OF_HACKATHON; ROUND_FINAL_EXAM_ORDER; ROUND_PRELIM_EXAM_ORDER	TC reschedule past; RESCHEDULE gap WS/KO	Implemented	rounds/support/RoundScheduleShiftService.java; RoundScheduleValidator.java
Round	FR-02	SideEffect	RESCHEDULE: shift lịch; giữ inactive; không notify ROUND_STARTED; audit ROUND_SCHEDULE_SHIFTED (via adjust/close-reg; rejected on activate)	scheduleMode=RESCHEDULE	apply shift + cascade	N/A	TC reschedule without activate	Implemented	rounds/support/RoundScheduleShiftService.java
Track	FR-03	Design	Không tạo Track trong Round final	createByRound isFinal	Reject	DESIGN_VIOLATION	TC track on final	Implemented	tracks/service/impl/TrackServiceImpl.java
Track	FR-03	Gate	Track mutate chỉ khi parent DRAFT|ONGOING; không archived	guardParentStatus	Reject	TRACK_HACKATHON_LOCKED; HACKATHON_ARCHIVED	TC track on FINISHED	Implemented	tracks/service/impl/TrackServiceImpl.java
Track	FR-03	Validation	maxTeamSize >= minTeamSize; maxTeamsPerGroup <= maxTeams	validateSizes	Reject	TRACK_INVALID_TEAM_SIZE; TRACK_INVALID_GROUP_CAP	TC invalid sizes	Implemented	tracks/service/impl/TrackServiceImpl.java
Track	FR-03	Invariant	min/max team size các Track cùng hackathon phải giao nhau	assertCompatibleWithExistingTracks	Reject	TRACK_INVALID_TEAM_SIZE	TC non-overlapping team sizes	Implemented	teams/support/HackathonTeamSizeResolver.java
Track	FR-03	StateTransition	Không CANCELLED track khi còn team PENDING|ACTIVE được phân công	cancel with activeTeams>0	Reject	TRACK_CANCEL_HAS_TEAMS	TC cancel with teams	Implemented	tracks/service/impl/TrackServiceImpl.java
Track	FR-03	Invariant	Không xóa track còn team PENDING|ACTIVE	delete with teams	Reject	TRACK_HAS_TEAMS	TC delete with teams	Implemented	tracks/service/impl/TrackServiceImpl.java
Track	FR-03	StateTransition	Không xóa track khi round cha active	round.isActive	Reject	TRACK_HAS_ACTIVE_ROUND	TC delete under active round	Implemented	tracks/service/impl/TrackServiceImpl.java
Track	FR-03	Validation	Đổi topic chỉ sau khi đã có KICKOFF	topic changed và chưa có KICKOFF	Reject	INVALID_STATE	TC topic before kickoff	Implemented	tracks/service/impl/TrackServiceImpl.java
Track	FR-03	SideEffect	sequenceOrder: null hoặc trùng → gán max+1	create track	auto assign sequence	N/A	TC default sequence	Implemented	tracks/service/impl/TrackServiceImpl.java
Track	FR-03	SideEffect	Xóa track: notify MENTOR/JUDGE_UNASSIGNED; xóa judge assignments	delete thành công	notify + delete judges	N/A	TC delete track notifies	Implemented	tracks/service/impl/TrackServiceImpl.java
Track	FR-03	Design	Upload/phát đề chỉ Track vòng sơ loại (không final)	upload/release trên final track	Reject	DESIGN_VIOLATION	TC release on final track	Implemented	tracks/service/impl/TrackServiceImpl.java
Track	FR-03	StateTransition	Không thay PDF sau khi track hoặc round đã phát đề	problemReleasedAt set	Reject	INVALID_STATE	TC replace PDF after release	Implemented	tracks/service/impl/TrackServiceImpl.java
Track	FR-03	Gate	Phát đề: round phải active; track không CANCELLED; chưa phát; now >= examAt; đã có PDF	releaseProblem guards	Reject	ROUND_NOT_ACTIVE; INVALID_STATE; INVALID_ROUND_STATE_BEFORE_EXAM; VALIDATION_FAILED	EARLY-WAIT release before exam	Implemented	tracks/service/impl/TrackServiceImpl.java; RoundAccessGuard.java
Track	FR-03	SideEffect	Phát đề stamp problemReleasedAt + notify PROBLEM_RELEASED tới member ACCEPTED của đội trong track	release thành công	audit TRACK_RELEASE_PROBLEM; notify	N/A	TC release notifies students	Implemented	tracks/service/impl/TrackServiceImpl.java
Track	FR-05	Design	Mentor/Judge sơ loại chỉ gắn Track non-final	requirePreliminaryAssignmentTrack	Reject	DESIGN_VIOLATION; INVALID_STATE	TC assign on final track	Implemented	tracks/support/TrackRoundRules.java
Criteria	FR-04	Gate	CRUD criteria chặn khi hackathon FINISHED	archiveGuard on track/round/criteria	Reject	HACKATHON_ARCHIVED	TC criteria on archived	Implemented	criteria/service/impl/CriteriaServiceImpl.java
Criteria	FR-04	Invariant	Không sửa/xóa criterion đã có scores	update/delete với scores	Reject	CRITERIA_HAS_SCORES	TC edit scored criterion	Implemented	criteria/service/impl/CriteriaServiceImpl.java
Criteria	FR-04	Validation	API round criteria chỉ cho is_final=TRUE	loadFinalRound non-final	Reject	ROUND_NOT_FINAL_FOR_CRITERIA	TC criteria on prelim round API	Implemented	criteria/service/impl/CriteriaServiceImpl.java
Criteria	FR-04	Validation	Clone track: bắt buộc sourceTrackId khác đích; source có criteria; không dùng sourceRoundId	cloneFromSourceForTrack	Reject	CRITERIA_CLONE_SOURCE_EMPTY; CRITERIA_CLONE_CROSS_SCOPE	TC clone empty source	Implemented	criteria/service/impl/CriteriaServiceImpl.java
Criteria	FR-04	Validation	Clone final: bắt buộc sourceRoundId final khác đích; không dùng sourceTrackId; source phải final	cloneFromSourceForFinalRound	Reject	CRITERIA_CLONE_SOURCE_EMPTY; CRITERIA_CLONE_CROSS_SCOPE	TC clone track→final	Implemented	criteria/service/impl/CriteriaServiceImpl.java
Criteria	FR-04	Invariant	replaceExisting=true bị chặn nếu đích đã có scores	replace path	Reject	CRITERIA_HAS_SCORES	TC replace with scores	Implemented	criteria/service/impl/CriteriaServiceImpl.java
Criteria	FR-04	Policy	Tạo/update criteria: nếu tổng weight != 1.0 trả Warning WEIGHT_NOT_ONE (không throw)	warningIfNotOne*	Response warning; vẫn 2xx	N/A (WEIGHT_NOT_ONE)	TC create weight 0.5 warning	Implemented	criteria/service/impl/WeightSummaryServiceImpl.java
Criteria	FR-04	Invariant	Weight hợp lệ = sum NORMAL (exclude PENALTY) ≈ 1.0 và có ≥1 NORMAL	isValidForTrack/FinalRound	Dùng cho readiness/activate	N/A	Unit WeightSummary	Implemented	criteria/service/impl/WeightSummaryServiceImpl.java
Criteria	FR-04	Validation	Apply template: đích đã có criteria thì cần replaceExisting	prepareTarget without replace	Reject	CRITERIA_TARGET_HAS_EXISTING	TC apply without replace	Implemented	criteria/service/impl/CriteriaTemplateServiceImpl.java
Criteria	FR-04	Validation	Apply template chỉ vào round final	applyToFinalRound non-final	Reject	ROUND_NOT_FINAL_FOR_CRITERIA	TC template to prelim round	Implemented	criteria/service/impl/CriteriaTemplateServiceImpl.java
Criteria	FR-04	Invariant	replaceExisting bị chặn nếu criterion có scores	prepareTarget replace	Reject	CRITERIA_HAS_SCORES	TC template replace scored	Implemented	criteria/service/impl/CriteriaTemplateServiceImpl.java
JudgeAssign	FR-05	Authorization	Judge phải role MENTOR|JUDGE và status APPROVED	loadApprovedPersonnel	Reject	USER_INVALID_ROLE; USER_NOT_APPROVED	Personnel Guard	Implemented	users/support/PersonnelAssignmentRules.java; JudgeAssignmentServiceImpl.java
JudgeAssign	FR-05	Validation	EXTERNAL không gán Track sơ loại	assignToTrack EXTERNAL	Reject	EXTERNAL_JUDGE_NOT_ALLOWED_IN_PRELIM	TC external on prelim track	Implemented	judge_assignments/service/impl/JudgeAssignmentServiceImpl.java
JudgeAssign	FR-05	Validation	Track sơ loại chỉ assignmentType NORMAL (cấm FINAL_EXTERNAL/HEAD/khác)	assignToTrack type sai	Reject	INVALID_ASSIGNMENT_TYPE	G1-JUDGE type	Implemented	judge_assignments/service/impl/JudgeAssignmentServiceImpl.java
JudgeAssign	FR-05	Invariant	Không Judge nếu đang Mentor cùng track	exists mentor assignment	Reject	CONFLICT_SAME_TRACK	TC mentor then judge same track	Implemented	judge_assignments/service/impl/JudgeAssignmentServiceImpl.java
JudgeAssign	FR-05	Invariant	Không Judge nếu đang Mentor team thuộc track đó	assertNotMentorOfTeamInTrack	Reject	CONFLICT_MENTOR_JUDGE_SAME_TRACK	TC mentor-team then judge track	Implemented	judge_assignments/service/impl/JudgeAssignmentServiceImpl.java
JudgeAssign	FR-05	Invariant	Mỗi judge chỉ 1 track / round (existsByJudgeIdAndRoundScope)	đã gán track khác cùng round	Reject	JUDGE_ASSIGN_DUPLICATE	G1-JUDGE-04 multi-track	Implemented	judge_assignments/service/impl/JudgeAssignmentServiceImpl.java
JudgeAssign	FR-05	Invariant	Không gán trùng cùng track	existsByJudgeIdAndTrackId	Reject	JUDGE_ASSIGN_DUPLICATE	TC duplicate assign	Implemented	judge_assignments/service/impl/JudgeAssignmentServiceImpl.java
JudgeAssign	FR-05A	Gate	Gán Judge CK qua round_id ở GĐ1 bị chặn cứng	assignToFinalRound (API phase1)	Reject	JUDGE_FINAL_AT_PHASE1	G1-N05	Implemented	judge_assignments/service/impl/JudgeAssignmentServiceImpl.java
JudgeAssign	FR-05	Validation	round_id phải là final (khi gọi path final)	!isFinal	Reject	INVALID_FINAL_ROUND	TC non-final roundId	Implemented	judge_assignments/service/impl/JudgeAssignmentServiceImpl.java
